"","x","y"
"1",-78.4041666666667,8.8875
"2",-75.9291666666667,9.34583333333333
"3",-91.1625,16.9208333333333
"4",-85.0791666666667,12.5791666666667
"5",-75.4875,8.45416666666667
"6",-84.0625,10.1375
"7",-90.1375,14.1875
"8",-80.7458333333333,7.6125
"9",-93.1625,17.0208333333333
"10",-95.1541666666667,17.1875
"11",-95.5625,17.9958333333333
"12",-94.8541666666667,17.3208333333333
"13",-84.5625,11.9458333333333
"14",-93.7208333333333,16.5791666666667
"15",-89.4125,16.6458333333333
"16",-75.8958333333333,6.89583333333333
"17",-85.9958333333333,13.9708333333333
"18",-95.1958333333333,18.5041666666667
"19",-94.4791666666667,16.2791666666667
"20",-76.4708333333333,8.44583333333333
"21",-86.8208333333333,14.3125
"22",-86.3958333333333,14.7041666666667
"23",-84.3708333333333,10.4958333333333
"24",-86.0625,15.6125
"25",-90.2208333333333,18.6958333333333
"26",-86.7708333333333,13.0458333333333
"27",-92.5208333333333,15.9458333333333
"28",-92.1791666666667,14.5375
"29",-93.5041666666667,18.4125
"30",-84.9625,12.3708333333333
"31",-84.5958333333333,14.5875
"32",-92.0625,16.8208333333333
"33",-75.5791666666667,6.85416666666667
"34",-85.3875,15.2791666666667
"35",-86.0458333333333,14.9541666666667
"36",-88.8708333333333,17.8458333333333
"37",-86.2125,14.6125
"38",-88.3458333333333,18.2875
"39",-80.7625,7.67083333333333
"40",-89.1625,18.5208333333333
"41",-89.4125,18.2375
"42",-81.0541666666667,8.52916666666667
"43",-88.7625,14.2958333333333
"44",-81.0125,8.14583333333333
"45",-88.1291666666667,15.4708333333333
"46",-90.0041666666667,17.7458333333333
"47",-90.8208333333333,17.0291666666667
"48",-85.6458333333333,13.6458333333333
"49",-85.2708333333333,10.4875
"50",-75.4125,9.3625
"51",-88.6375,13.3208333333333
"52",-95.0625,18.2458333333333
"53",-93.8291666666667,16.1625
"54",-92.8625,16.1125
"55",-83.4208333333333,9.2875
"56",-87.8208333333333,14.6041666666667
"57",-86.8041666666667,15.0375
"58",-87.2125,14.6625
"59",-87.9791666666667,14.2791666666667
"60",-92.4208333333333,18.0375
"61",-83.8958333333333,12.3125
"62",-75.7958333333333,7.8375
"63",-90.3458333333333,14.5208333333333
"64",-91.5375,15.8958333333333
"65",-88.5375,15.0458333333333
"66",-84.5458333333333,13.6125
"67",-92.2375,17.4208333333333
"68",-81.8708333333333,8.72083333333333
"69",-83.3291666666667,10.0958333333333
"70",-96.2791666666667,16.2875
"71",-76.8208333333333,6.00416666666667
"72",-94.3625,17.1541666666667
"73",-90.5541666666667,19.0958333333333
"74",-76.8458333333333,7.24583333333333
"75",-89.0041666666667,14.2208333333333
"76",-84.2041666666667,10.4625
"77",-90.0791666666667,18.9208333333333
"78",-85.5708333333333,12.3958333333333
"79",-82.3125,8.8375
"80",-94.5875,18.1541666666667
"81",-95.7958333333333,17.1625
"82",-94.2291666666667,17.0875
"83",-75.6125,9.34583333333333
"84",-82.3708333333333,8.6875
"85",-77.6708333333333,7.52083333333333
"86",-90.3875,17.5125
"87",-93.2541666666667,15.7208333333333
"88",-88.2291666666667,13.3541666666667
"89",-75.8125,5.92916666666667
"90",-77.7958333333333,7.19583333333333
"91",-89.9875,18.6208333333333
"92",-86.4125,14.3708333333333
"93",-76.8458333333333,6.4125
"94",-78.7125,9.1125
"95",-84.3875,9.5125
"96",-90.4958333333333,16.4708333333333
"97",-86.0291666666667,11.5708333333333
"98",-92.0625,18.2708333333333
"99",-75.4791666666667,9.0375
"100",-90.0125,15.6208333333333
"101",-92.6875,16.8708333333333
"102",-92.3708333333333,16.5875
"103",-85.7458333333333,14.6458333333333
"104",-93.8291666666667,17.5875
"105",-94.1375,17.9625
"106",-88.7291666666667,13.5125
"107",-93.3791666666667,16.8291666666667
"108",-87.9958333333333,19.2208333333333
"109",-88.3375,14.1791666666667
"110",-90.9208333333333,18.1958333333333
"111",-77.3875,8.0125
"112",-89.6125,15.7458333333333
"113",-91.8291666666667,15.8625
"114",-92.5625,15.9541666666667
"115",-89.7458333333333,17.9541666666667
"116",-96.0291666666667,17.2208333333333
"117",-86.9458333333333,12.5708333333333
